Anio   2019 Mes:  01
16/06/2020  64178096         VIZCARRA CARBAJAL IVAN FAUSTO                       320
18/06/2020  88167677         PRADO VERA JUAN                                     316
19/06/2020  53853385         SOLIS NARVAEZ MARIA MADELEINE                       103
19/06/2020  84186239         RIVERO CORONADO HECTOR ALONSO                       336
19/06/2020  81528434         EPIQUEN AVILA ENRIQUE                               204
19/06/2020  88854166         PINTO ROJAS JUVENAL FRANCISCO                       135
20/06/2020  13219606         RODRIGUEZ MORENO BLANCA OFELIA                      313
20/06/2020  54447051         AVILA DEL CASTILLO ANNIE                            311
20/06/2020  89314225         RIOS DURAND CARLOS EDILBERTO                        110
21/06/2020  15559308         BRAVO CORTES JANET FLOR                             110
22/06/2020  80310768         MINAYA BERROCAL HELI                                326
22/06/2020  69252518         GORDILLO SANCHEZ RONALD JUVENAL                     124
22/06/2020  54141214         DURAND MIRANDA MIGUEL JUAN                          204
23/06/2020  71578206         ARROYO TOMASICHE NATALIA                            322
23/06/2020  90467829         IPARRAGUIRRE PEREZ NICOLAS                          129
24/06/2020  70414420         AVILA REYES TATIANA                                 301
24/06/2020  53374153         SERRANO IBEROS FRANCISCO                            104
24/06/2020  77763722         FARFAN SALAZAR MARGOT                               322
25/06/2020  50200823         LEYVA SAM DIANA DELIA                               119
25/06/2020  54447051         AVILA DEL CASTILLO ANNIE                            130
26/06/2020  44188994         VILCARA YALLICO MAGALI                              159
26/06/2020  19963454         SALAMANCA CABRERA NESTOR EVERT                      131
28/06/2020  79672079         CONTRERAS CHANG JOHANA CINTHIA                      318
28/06/2020  50201756         ZEGARRA PENA CARMELA                                118
29/06/2020  81799482         CERNA CERNA CINTHIA                                 338
29/06/2020  30046639         SALAMANCA VEGA VIRGINIA MARTHA                      138
29/06/2020  97849227         PRADO ESPINOZA MILAGROS                             109
30/06/2020  97849227         PRADO ESPINOZA MILAGROS                             323
30/06/2020  69252518         GORDILLO SANCHEZ RONALD JUVENAL                     151

Anio   2020 Mes:  07
FECHA       LICENCIA                      NOMBRE                                FALTA
====================================================================================================
01/07/2020  88167677         PRADO VERA JUAN                                     329
02/07/2020  34248357         LEYVA LANDEO NANCY SONIA                            132
02/07/2020  88167677         PRADO VERA JUAN                                     332
04/07/2020  64532449         INFANTES MERCADO LUIS WALDEMAR                      159
04/07/2020  58992942         NARVAEZ CASTILLO JESUS RAFAEL                       147
05/07/2020  86429854         MOSCOSO LAURA JANET VALENTINA                       125
07/07/2020  32244565         HENRIQUEZ PAREDES PAUL RAFAEL                       315
07/07/2020  82870470         SEDANO RETAMOSO ELIA YOLANDA                        104
07/07/2020  34976629         LOZADA ARGUEDAS FELICITA VALENTINA                  310
07/07/2020  39544560         LUNA VARGAS WALDEMAR                                332
08/07/2020  49927087         INGA PALOMARES ERIKA                                136
09/07/2020  54141214         DURAND MIRANDA MIGUEL JUAN                          336
10/07/2020  16925690         CABRERA TORO FANNY                                  128
10/07/2020  71578206         ARROYO TOMASICHE NATALIA                            155
10/07/2020  36079131         ZAVALETA VILCA ERICKA ELEONOR                       328
10/07/2020  15029228         VALVERDE MAEIREIZO MELVIN JAIR                      102
11/07/2020  73567806         ARCA SANCHEZ MAGALI BEATRIZ                         334
11/07/2020  99950484         CORTES CORTEZ RAUL ALEX                             326
13/07/2020  77367073         JAUREGUI DEL CASTILLO VICTOR RICARDO                141
14/07/2020  25518120         RONDON CABRERA ALEXANDER ADOLFO                     118
14/07/2020  16136330         YEP PRECIADO RICHARD                                126
14/07/2020  79766395         FUENTES ESCALANTE PATRICIA ELIZABETH                130
14/07/2020  97849227         PRADO ESPINOZA MILAGROS                             341
14/07/2020  32244565         HENRIQUEZ PAREDES PAUL RAFAEL                       162
14/07/2020  30046639         SALAMANCA VEGA VIRGINIA MARTHA                      315
15/07/2020  39244942         PENA SUAREZ GLENDA MARGOT                           103
15/07/2020  49927087         INGA PALOMARES ERIKA                                139
15/07/2020  35912665         MARTINEZ CRUZ EVERT RONY                            162
16/07/2020  27864822         FIGUEROA MEDINA MADELEINE                           202
17/07/2020  90467829         IPARRAGUIRRE PEREZ NICOLAS                          313
18/07/2020  77367073         JAUREGUI DEL CASTILLO VICTOR RICARDO                327
19/07/2020  45043076         VEGA VILCARA CARMELA TERESA                         154
19/07/2020  39544560         LUNA VARGAS WALDEMAR                                341
20/07/2020  48528209         ZAVALETA CORONADO FELICITA ELOISA                   341
20/07/2020  13219606         RODRIGUEZ MORENO BLANCA OFELIA                      313
21/07/2020  32244565         HENRIQUEZ PAREDES PAUL RAFAEL                       131
22/07/2020  16925690         CABRERA TORO FANNY                                  143
22/07/2020  34248357         LEYVA LANDEO NANCY SONIA                            328
23/07/2020  73567806         ARCA SANCHEZ MAGALI BEATRIZ                         319
23/07/2020  89941095         ARCA LARRIEGA LUCERO YLIANA                         164
24/07/2020  43454884         ESPINOZA CHANG SHIRLEY                              150
24/07/2020  66849703         MERCADO CORONEL ELIA                                115
24/07/2020  96693273         VALDERRAMA BERROCAL EVERT                           135
25/07/2020  70414420         AVILA REYES TATIANA                                 317
25/07/2020  60335381         DIAZ TANG ENRIQUE                                   163
26/07/2020  99950484         CORTES CORTEZ RAUL ALEX                             162
26/07/2020  35297848         ASTETE CHANG GUIDA                                  122
27/07/2020  29989682         CAMACHO PAIRAZAMAN YDALI LUCERO                     326
28/07/2020  99950484         CORTES CORTEZ RAUL ALEX                             135
28/07/2020  58992942         NARVAEZ CASTILLO JESUS RAFAEL                       333
29/07/2020  16477908         BACA CAMACHO MILAGROS NATALIA                       126
29/07/2020  53853385         SOLIS NARVAEZ MARIA MADELEINE                       153

Anio   2020 Mes:  08
FECHA       LICENCIA                      NOMBRE                                FALTA
====================================================================================================
01/08/2020  32090869         SUELDO ANTEZANO LUIS JESUS                          166
02/08/2020  71578206         ARROYO TOMASICHE NATALIA                            338
02/08/2020  27864822         FIGUEROA MEDINA MADELEINE                           141
02/08/2020  32244565         HENRIQUEZ PAREDES PAUL RAFAEL                       160
03/08/2020  75348522         LOZADA FORZANI DELIA                                124
03/08/2020  71578206         ARROYO TOMASICHE NATALIA                            133
03/08/2020  32090869         SUELDO ANTEZANO LUIS JESUS                          162
03/08/2020  47844324         VILCA LEE NESTOR HUGO                               150
03/08/2020  64532449         INFANTES MERCADO LUIS WALDEMAR                      304
04/08/2020  44188994         VILCARA YALLICO MAGALI                              304
05/08/2020  45043076         VEGA VILCARA CARMELA TERESA                         145
06/08/2020  43454884         ESPINOZA CHANG SHIRLEY                              324
06/08/2020  68310808         CANO POLO MILAGROS ISABEL                           338
07/08/2020  58992942         NARVAEZ CASTILLO JESUS RAFAEL                       207
07/08/2020  38862473         WONG MAEIREIZO BEATRIZ                              135
07/08/2020  71832810         SUELDO SEDANO ADRIA                                 116
08/08/2020  53374153         SERRANO IBEROS FRANCISCO                            341
08/08/2020  69494747         MENDOZA ROMERO VIRGINIA YDALI                       146
08/08/2020  35671623         EPIQUEN YEP GUIDA VICTORIA                          110
09/08/2020  68303148         PATINO BOLANOS DELICIA VIRGINIA                     115
09/08/2020  35671623         EPIQUEN YEP GUIDA VICTORIA                          307
09/08/2020  49927087         INGA PALOMARES ERIKA                                304
12/08/2020  89941095         ARCA LARRIEGA LUCERO YLIANA                         331
13/08/2020  48450395         RAMIREZ ASTETE KARINA ESTEFANIA                     339
13/08/2020  15559308         BRAVO CORTES JANET FLOR                             105
13/08/2020  13219606         RODRIGUEZ MORENO BLANCA OFELIA                      152
14/08/2020  16925690         CABRERA TORO FANNY                                  143
14/08/2020  75348522         LOZADA FORZANI DELIA                                117
14/08/2020  16477908         BACA CAMACHO MILAGROS NATALIA                       338
15/08/2020  74325123         TANG MOSCOSO JOHANA                                 103
15/08/2020  79672079         CONTRERAS CHANG JOHANA CINTHIA                      170
15/08/2020  96693273         VALDERRAMA BERROCAL EVERT                           141
17/08/2020  45043076         VEGA VILCARA CARMELA TERESA                         146
17/08/2020  16925690         CABRERA TORO FANNY                                  308
18/08/2020  53853385         SOLIS NARVAEZ MARIA MADELEINE                       302
19/08/2020  39244942         PENA SUAREZ GLENDA MARGOT                           136
19/08/2020  60335381         DIAZ TANG ENRIQUE                                   149
20/08/2020  63291514         LAU ZAVALETA YDALI ELIA                             104
20/08/2020  19568447         VEGA SORIA HENRRY                                   137
20/08/2020  38862473         WONG MAEIREIZO BEATRIZ                              318
21/08/2020  71578206         ARROYO TOMASICHE NATALIA                            104
21/08/2020  81528434         EPIQUEN AVILA ENRIQUE                               312
21/08/2020  19963454         SALAMANCA CABRERA NESTOR EVERT                      330
21/08/2020  88167677         PRADO VERA JUAN                                     202
21/08/2020  15559308         BRAVO CORTES JANET FLOR                             305
21/08/2020  73818744         FUENTES GAMARRA HUGO                                207
22/08/2020  50201756         ZEGARRA PENA CARMELA                                123
24/08/2020  53374153         SERRANO IBEROS FRANCISCO                            125
25/08/2020  87495937         MORALES PASQUEL KARIN MARIBEL                       336
26/08/2020  67185679         FLORENCIO CORONADO ALONSO                           335
27/08/2020  73357516         TRIGUEROS JUGO LUZ                                  166
27/08/2020  86718074         ESCALANTE ROJAS INES ADRIA                          307
27/08/2020  26522329         SANCHEZ DEL CASTILLO FIORELLA ROSARIO               123
29/08/2020  13219606         RODRIGUEZ MORENO BLANCA OFELIA                      141
30/08/2020  81799482         CERNA CERNA CINTHIA                                 118
30/08/2020  37080813         FLORIAN VALDERRAMA JOSE                             339
30/08/2020  71578206         ARROYO TOMASICHE NATALIA                            315
30/08/2020  69252518         GORDILLO SANCHEZ RONALD JUVENAL                     327
31/08/2020  15559308         BRAVO CORTES JANET FLOR                             148
31/08/2020  48878256         RAFFO CORONADO ROLANDO                              312
31/08/2020  88167677         PRADO VERA JUAN                                     121

Anio   2020 Mes:  09
FECHA       LICENCIA                      NOMBRE                                FALTA
====================================================================================================
01/09/2020  74325123         TANG MOSCOSO JOHANA                                 309
02/09/2020  79672079         CONTRERAS CHANG JOHANA CINTHIA                      136
03/09/2020  29833157         HIJAR LAM MARTIN                                    110
04/09/2020  13219606         RODRIGUEZ MORENO BLANCA OFELIA                      102
04/09/2020  48878256         RAFFO CORONADO ROLANDO                              202
04/09/2020  86718074         ESCALANTE ROJAS INES ADRIA                          301
04/09/2020  87282766         SUAREZ CHANG GLORIA                                 111
05/09/2020  35671623         EPIQUEN YEP GUIDA VICTORIA                          147
07/09/2020  24859596         FLORIAN CUBA CHRISTIAN                              331
09/09/2020  86718074         ESCALANTE ROJAS INES ADRIA                          141
11/09/2020  51395324         TRIGUEROS PORTUGAL ARTURO FAUSTO                    202
12/09/2020  35683701         DIAZ MOYA ELIA ANNIE                                328
12/09/2020  30441350         RETAMOSO SALAMANCA DELIA MARITZA                    315
12/09/2020  64178096         VIZCARRA CARBAJAL IVAN FAUSTO                       313
13/09/2020  30441350         RETAMOSO SALAMANCA DELIA MARITZA                    207
15/09/2020  30046639         SALAMANCA VEGA VIRGINIA MARTHA                      204
15/09/2020  73567806         ARCA SANCHEZ MAGALI BEATRIZ                         105
16/09/2020  90467829         IPARRAGUIRRE PEREZ NICOLAS                          118
17/09/2020  89941095         ARCA LARRIEGA LUCERO YLIANA                         140
17/09/2020  29989682         CAMACHO PAIRAZAMAN YDALI LUCERO                     149
17/09/2020  16136330         YEP PRECIADO RICHARD                                108
19/09/2020  43454884         ESPINOZA CHANG SHIRLEY                              119
19/09/2020  82031355         EGUSQUIZA BERROCAL DORIS NANCY                      319
19/09/2020  67185679         FLORENCIO CORONADO ALONSO                           315
20/09/2020  82031355         EGUSQUIZA BERROCAL DORIS NANCY                      208
20/09/2020  54141214         DURAND MIRANDA MIGUEL JUAN                          122
21/09/2020  73567806         ARCA SANCHEZ MAGALI BEATRIZ                         321
21/09/2020  52003695         CARBAJAL SALAS MAGDA ZKENIA                         122
21/09/2020  88167677         PRADO VERA JUAN                                     332
22/09/2020  19963454         SALAMANCA CABRERA NESTOR EVERT                      150
22/09/2020  88854166         PINTO ROJAS JUVENAL FRANCISCO                       331
23/09/2020  82870470         SEDANO RETAMOSO ELIA YOLANDA                        335
24/09/2020  28820944         RIOS ZAMORA INES                                    154
24/09/2020  19963454         SALAMANCA CABRERA NESTOR EVERT                      334
25/09/2020  49927087         INGA PALOMARES ERIKA                                116
25/09/2020  89941095         ARCA LARRIEGA LUCERO YLIANA                         320
25/09/2020  54447051         AVILA DEL CASTILLO ANNIE                            165
25/09/2020  69494747         MENDOZA ROMERO VIRGINIA YDALI                       104
27/09/2020  15029228         VALVERDE MAEIREIZO MELVIN JAIR                      102
29/09/2020  85501710         VIZCARDO SINCHE MARIBEL                             105
29/09/2020  34976629         LOZADA ARGUEDAS FELICITA VALENTINA                  206
30/09/2020  71578206         ARROYO TOMASICHE NATALIA                            332
30/09/2020  52003695         CARBAJAL SALAS MAGDA ZKENIA                         124
30/09/2020  48878256         RAFFO CORONADO ROLANDO                              101

Anio   2020 Mes:  10
FECHA       LICENCIA                      NOMBRE                                FALTA
====================================================================================================
03/10/2020  96693273         VALDERRAMA BERROCAL EVERT                           120
03/10/2020  69252518         GORDILLO SANCHEZ RONALD JUVENAL                     132
04/10/2020  29833157         HIJAR LAM MARTIN                                    302
04/10/2020  45043076         VEGA VILCARA CARMELA TERESA                         134
05/10/2020  68310808         CANO POLO MILAGROS ISABEL                           315
05/10/2020  87282766         SUAREZ CHANG GLORIA                                 105
06/10/2020  90467829         IPARRAGUIRRE PEREZ NICOLAS                          105
06/10/2020  19963454         SALAMANCA CABRERA NESTOR EVERT                      336
07/10/2020  97849227         PRADO ESPINOZA MILAGROS                             328
07/10/2020  48878256         RAFFO CORONADO ROLANDO                              115
07/10/2020  79672079         CONTRERAS CHANG JOHANA CINTHIA                      131
07/10/2020  79672079         CONTRERAS CHANG JOHANA CINTHIA                      127
09/10/2020  96693273         VALDERRAMA BERROCAL EVERT                           135
09/10/2020  15559308         BRAVO CORTES JANET FLOR                             148
09/10/2020  85501710         VIZCARDO SINCHE MARIBEL                             129
10/10/2020  16477908         BACA CAMACHO MILAGROS NATALIA                       323
10/10/2020  86429854         MOSCOSO LAURA JANET VALENTINA                       142
10/10/2020  90467829         IPARRAGUIRRE PEREZ NICOLAS                          145
11/10/2020  90467829         IPARRAGUIRRE PEREZ NICOLAS                          335
12/10/2020  82870470         SEDANO RETAMOSO ELIA YOLANDA                        118
12/10/2020  35912665         MARTINEZ CRUZ EVERT RONY                            157
13/10/2020  53853385         SOLIS NARVAEZ MARIA MADELEINE                       127
13/10/2020  73972114         AVILA MARTEL JAIME MANUEL                           102
13/10/2020  73357516         TRIGUEROS JUGO LUZ                                  314
13/10/2020  36079131         ZAVALETA VILCA ERICKA ELEONOR                       203
14/10/2020  30441350         RETAMOSO SALAMANCA DELIA MARITZA                    153
14/10/2020  30046639         SALAMANCA VEGA VIRGINIA MARTHA                      162
15/10/2020  87495937         MORALES PASQUEL KARIN MARIBEL                       123
16/10/2020  68310808         CANO POLO MILAGROS ISABEL                           151
17/10/2020  77367073         JAUREGUI DEL CASTILLO VICTOR RICARDO                334
17/10/2020  43454884         ESPINOZA CHANG SHIRLEY                              152
17/10/2020  73818744         FUENTES GAMARRA HUGO                                147
17/10/2020  86718074         ESCALANTE ROJAS INES ADRIA                          107
17/10/2020  29989682         CAMACHO PAIRAZAMAN YDALI LUCERO                     139
18/10/2020  87495937         MORALES PASQUEL KARIN MARIBEL                       129
19/10/2020  44188994         VILCARA YALLICO MAGALI                              306
19/10/2020  19963454         SALAMANCA CABRERA NESTOR EVERT                      131
20/10/2020  66849703         MERCADO CORONEL ELIA                                114
21/10/2020  19568447         VEGA SORIA HENRRY                                   138
21/10/2020  32244565         HENRIQUEZ PAREDES PAUL RAFAEL                       315
22/10/2020  90467829         IPARRAGUIRRE PEREZ NICOLAS                          118
22/10/2020  85501710         VIZCARDO SINCHE MARIBEL                             331
23/10/2020  64178096         VIZCARRA CARBAJAL IVAN FAUSTO                       306
23/10/2020  60335381         DIAZ TANG ENRIQUE                                   166
23/10/2020  73567806         ARCA SANCHEZ MAGALI BEATRIZ                         207
24/10/2020  87282766         SUAREZ CHANG GLORIA                                 134
24/10/2020  64532449         INFANTES MERCADO LUIS WALDEMAR                      106
25/10/2020  69252518         GORDILLO SANCHEZ RONALD JUVENAL                     306
27/10/2020  64532449         INFANTES MERCADO LUIS WALDEMAR                      204
27/10/2020  79766395         FUENTES ESCALANTE PATRICIA ELIZABETH                153
28/10/2020  96693273         VALDERRAMA BERROCAL EVERT                           302
29/10/2020  45043076         VEGA VILCARA CARMELA TERESA                         318
29/10/2020  54447051         AVILA DEL CASTILLO ANNIE                            132
29/10/2020  50200823         LEYVA SAM DIANA DELIA                               103
30/10/2020  12443643         LEE SERRANO ROSARIO                                 321
31/10/2020  71578206         ARROYO TOMASICHE NATALIA                            318

Anio   2020 Mes:  11
FECHA       LICENCIA                      NOMBRE                                FALTA
====================================================================================================
01/11/2020  71578206         ARROYO TOMASICHE NATALIA                            313
01/11/2020  77763722         FARFAN SALAZAR MARGOT                               309
02/11/2020  87495937         MORALES PASQUEL KARIN MARIBEL                       304
02/11/2020  24859596         FLORIAN CUBA CHRISTIAN                              312
02/11/2020  73567806         ARCA SANCHEZ MAGALI BEATRIZ                         118
02/11/2020  71578206         ARROYO TOMASICHE NATALIA                            324
03/11/2020  79766395         FUENTES ESCALANTE PATRICIA ELIZABETH                317
03/11/2020  35912665         MARTINEZ CRUZ EVERT RONY                            341
03/11/2020  64532449         INFANTES MERCADO LUIS WALDEMAR                      207
03/11/2020  34976629         LOZADA ARGUEDAS FELICITA VALENTINA                  333
04/11/2020  50201756         ZEGARRA PENA CARMELA                                310
04/11/2020  64178096         VIZCARRA CARBAJAL IVAN FAUSTO                       321
04/11/2020  81485316         JUSTINO MARTINEZ ENRIQUE                            138
05/11/2020  84186239         RIVERO CORONADO HECTOR ALONSO                       316
06/11/2020  15029228         VALVERDE MAEIREIZO MELVIN JAIR                      331
08/11/2020  15559308         BRAVO CORTES JANET FLOR                             148
08/11/2020  53853385         SOLIS NARVAEZ MARIA MADELEINE                       110
08/11/2020  86429854         MOSCOSO LAURA JANET VALENTINA                       341
08/11/2020  25518120         RONDON CABRERA ALEXANDER ADOLFO                     145
09/11/2020  80457845         NORABUENA MOYA HECTOR                               101
09/11/2020  89941095         ARCA LARRIEGA LUCERO YLIANA                         337
09/11/2020  70414420         AVILA REYES TATIANA                                 325
10/11/2020  79641328         TOKESHI GUEVARA JAIME                               338
10/11/2020  60784914         RUIZ ZEVALLOS WALTER RONY                           165
10/11/2020  73972114         AVILA MARTEL JAIME MANUEL                           107
12/11/2020  35297848         ASTETE CHANG GUIDA                                  326
12/11/2020  63736112         ZAMORA ZAVALETA RONAL MANUEL                        128
12/11/2020  39544560         LUNA VARGAS WALDEMAR                                316
13/11/2020  32244565         HENRIQUEZ PAREDES PAUL RAFAEL                       315
15/11/2020  79672079         CONTRERAS CHANG JOHANA CINTHIA                      203
16/11/2020  82031355         EGUSQUIZA BERROCAL DORIS NANCY                      150
16/11/2020  13219606         RODRIGUEZ MORENO BLANCA OFELIA                      333
16/11/2020  30046639         SALAMANCA VEGA VIRGINIA MARTHA                      205
18/11/2020  53374153         SERRANO IBEROS FRANCISCO                            165
19/11/2020  73972114         AVILA MARTEL JAIME MANUEL                           102
19/11/2020  32244565         HENRIQUEZ PAREDES PAUL RAFAEL                       111
20/11/2020  60335381         DIAZ TANG ENRIQUE                                   162
20/11/2020  66849703         MERCADO CORONEL ELIA                                170
20/11/2020  12270502         CUEVA FUENTES CINTHIA DELIA                         111
21/11/2020  54141214         DURAND MIRANDA MIGUEL JUAN                          114
21/11/2020  32244565         HENRIQUEZ PAREDES PAUL RAFAEL                       149
22/11/2020  64178096         VIZCARRA CARBAJAL IVAN FAUSTO                       157
22/11/2020  75348522         LOZADA FORZANI DELIA                                164
23/11/2020  29989682         CAMACHO PAIRAZAMAN YDALI LUCERO                     322
24/11/2020  71578206         ARROYO TOMASICHE NATALIA                            137
24/11/2020  70414420         AVILA REYES TATIANA                                 122
25/11/2020  73567806         ARCA SANCHEZ MAGALI BEATRIZ                         103
25/11/2020  30046639         SALAMANCA VEGA VIRGINIA MARTHA                      319
27/11/2020  47528229         SAAVEDRA GONZALES WILMER                            158
27/11/2020  16925690         CABRERA TORO FANNY                                  107
27/11/2020  15029228         VALVERDE MAEIREIZO MELVIN JAIR                      154
28/11/2020  70414420         AVILA REYES TATIANA                                 201
28/11/2020  15029228         VALVERDE MAEIREIZO MELVIN JAIR                      133
28/11/2020  73972114         AVILA MARTEL JAIME MANUEL                           205
29/11/2020  90467829         IPARRAGUIRRE PEREZ NICOLAS                          128

Anio   2020 Mes:  12
FECHA       LICENCIA                      NOMBRE                                FALTA
====================================================================================================
02/12/2020  89314225         RIOS DURAND CARLOS EDILBERTO                        104
03/12/2020  42956681         POMAJAMBO EGUSQUIZA PAUL                            322
05/12/2020  47528229         SAAVEDRA GONZALES WILMER                            146
05/12/2020  29989682         CAMACHO PAIRAZAMAN YDALI LUCERO                     162
06/12/2020  45043076         VEGA VILCARA CARMELA TERESA                         149
06/12/2020  25518120         RONDON CABRERA ALEXANDER ADOLFO                     205
07/12/2020  60784914         RUIZ ZEVALLOS WALTER RONY                           112
07/12/2020  77367073         JAUREGUI DEL CASTILLO VICTOR RICARDO                143
09/12/2020  73972114         AVILA MARTEL JAIME MANUEL                           156
10/12/2020  88854166         PINTO ROJAS JUVENAL FRANCISCO                       104
11/12/2020  32244565         HENRIQUEZ PAREDES PAUL RAFAEL                       108
11/12/2020  53853385         SOLIS NARVAEZ MARIA MADELEINE                       147
14/12/2020  12443643         LEE SERRANO ROSARIO                                 156
14/12/2020  87282766         SUAREZ CHANG GLORIA                                 123
15/12/2020  44346371         ALFARO ALFARO ERICK BRUNO                           137
15/12/2020  50201756         ZEGARRA PENA CARMELA                                105
16/12/2020  82870470         SEDANO RETAMOSO ELIA YOLANDA                        158
16/12/2020  34976629         LOZADA ARGUEDAS FELICITA VALENTINA                  165
17/12/2020  79641328         TOKESHI GUEVARA JAIME                               142
17/12/2020  35912665         MARTINEZ CRUZ EVERT RONY                            162
19/12/2020  29989682         CAMACHO PAIRAZAMAN YDALI LUCERO                     335
19/12/2020  58992942         NARVAEZ CASTILLO JESUS RAFAEL                       130
20/12/2020  12858682         ZARATE PEREZ ALEXANDER                              101
20/12/2020  34248357         LEYVA LANDEO NANCY SONIA                            320
20/12/2020  77367073         JAUREGUI DEL CASTILLO VICTOR RICARDO                103
21/12/2020  73567806         ARCA SANCHEZ MAGALI BEATRIZ                         164
22/12/2020  67185679         FLORENCIO CORONADO ALONSO                           312
22/12/2020  15029228         VALVERDE MAEIREIZO MELVIN JAIR                      145
22/12/2020  38862473         WONG MAEIREIZO BEATRIZ                              141
22/12/2020  99950484         CORTES CORTEZ RAUL ALEX                             103
23/12/2020  84186239         RIVERO CORONADO HECTOR ALONSO                       131
24/12/2020  81485316         JUSTINO MARTINEZ ENRIQUE                            128
24/12/2020  96693273         VALDERRAMA BERROCAL EVERT                           312
25/12/2020  42956681         POMAJAMBO EGUSQUIZA PAUL                            155
25/12/2020  25518120         RONDON CABRERA ALEXANDER ADOLFO                     313
26/12/2020  73357516         TRIGUEROS JUGO LUZ                                  134
27/12/2020  16925690         CABRERA TORO FANNY                                  332
27/12/2020  63291514         LAU ZAVALETA YDALI ELIA                             206
27/12/2020  12270502         CUEVA FUENTES CINTHIA DELIA                         332
29/12/2020  24859596         FLORIAN CUBA CHRISTIAN                              153
29/12/2020  48450395         RAMIREZ ASTETE KARINA ESTEFANIA                     331
29/12/2020  53374153         SERRANO IBEROS FRANCISCO                            328
30/12/2020  96693273         VALDERRAMA BERROCAL EVERT                           165
31/12/2020  35912665         MARTINEZ CRUZ EVERT RONY                            315
